"","donor","cell_type1","total_features","cell_type","species","dataset","species_donor"
"mouse2_lib2.final_cell_0047",2,"beta",3053,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0048",2,"alpha",1895,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0049",2,"beta",2632,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0050",2,"alpha",2261,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0051",2,"alpha",1975,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0052",2,"alpha",1977,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0053",2,"beta",2629,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0054",2,"delta",2498,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0055",2,"delta",2315,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0056",2,"beta",2841,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0057",2,"beta",3176,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0058",2,"beta",2336,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0059",2,"beta",2643,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0060",2,"beta",2314,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0061",2,"beta",2540,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0062",2,"delta",3067,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0063",2,"beta",2443,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0064",2,"beta",2703,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0065",2,"beta",2258,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0066",2,"beta",2274,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0067",2,"alpha",2138,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0068",2,"delta",2601,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0069",2,"beta",2656,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0070",2,"delta",2473,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0071",2,"beta",2856,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0072",2,"beta",2382,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0073",2,"beta",2566,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0074",2,"beta",2997,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0075",2,"beta",2536,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0076",2,"delta",2751,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0077",2,"beta",1946,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0078",2,"beta",2539,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0079",2,"delta",2611,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0080",2,"schwann",2829,"schwann","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0081",2,"delta",2318,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0082",2,"alpha",2336,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0083",2,"delta",2479,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0084",2,"beta",1705,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0085",2,"delta",2565,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0086",2,"delta",2379,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0087",2,"beta",2611,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0088",2,"delta",2742,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0089",2,"delta",2053,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0090",2,"beta",1935,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0091",2,"alpha",1239,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0092",2,"beta",2281,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0093",2,"alpha",2274,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0094",2,"alpha",1183,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0095",2,"beta",2664,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0096",2,"alpha",1934,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0097",2,"beta",2536,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0098",2,"gamma",2289,"gamma","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0099",2,"beta",2492,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0100",2,"beta",2916,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0101",2,"beta",2518,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0102",2,"delta",1981,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0103",2,"beta",1983,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0104",2,"beta",2075,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0105",2,"beta",2841,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0106",2,"beta",2673,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0107",2,"beta",2178,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0108",2,"ductal",2987,"ductal","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0109",2,"beta",2319,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0110",2,"beta",1275,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0111",2,"delta",2336,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0112",2,"alpha",2126,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0113",2,"alpha",1103,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0114",2,"beta",2422,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0115",2,"endothelial",2549,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0116",2,"alpha",1601,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0117",2,"delta",2165,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0118",2,"beta",2547,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0119",2,"beta",2399,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0120",2,"beta",2285,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0121",2,"beta",2337,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0122",2,"delta",2125,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0123",2,"beta",2397,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0124",2,"alpha",2156,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0125",2,"beta",1397,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0126",2,"beta",2348,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0127",2,"beta",1948,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0128",2,"beta",1929,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0129",2,"beta",1707,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0130",2,"alpha",2447,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0131",2,"gamma",1646,"gamma","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0132",2,"beta",2424,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0133",2,"beta",2099,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0134",2,"beta",1837,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0135",2,"alpha",1961,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0136",2,"beta",2490,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0137",2,"beta",2365,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0138",2,"delta",2861,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0139",2,"beta",2364,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0140",2,"macrophage",1855,"immune","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0141",2,"beta",2123,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0142",2,"alpha",1783,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0143",2,"alpha",1301,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0144",2,"beta",1796,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0145",2,"delta",2507,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0146",2,"beta",2755,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0147",2,"endothelial",2377,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0148",2,"endothelial",2264,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0149",2,"beta",2097,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0150",2,"alpha",1839,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0151",2,"beta",1879,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0152",2,"beta",1365,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0153",2,"beta",2296,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0154",2,"beta",2079,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0155",2,"beta",1969,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0156",2,"beta",1770,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0157",2,"beta",1466,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0158",2,"beta",2060,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0159",2,"alpha",2370,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0160",2,"beta",2712,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0161",2,"beta",2351,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0162",2,"alpha",1620,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0163",2,"delta",2418,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0164",2,"beta",2299,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0165",2,"delta",2588,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0166",2,"beta",1699,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0167",2,"endothelial",2459,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0168",2,"beta",2064,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0169",2,"gamma",2009,"gamma","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0170",2,"beta",1979,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0171",2,"delta",1952,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0172",2,"beta",2471,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0173",2,"beta",1782,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0174",2,"delta",2424,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0175",2,"alpha",1566,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0176",2,"beta",1553,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0177",2,"delta",1929,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0178",2,"beta",1888,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0179",2,"beta",1470,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0180",2,"alpha",1924,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0181",2,"beta",1448,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0182",2,"beta",2258,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0183",2,"beta",1819,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0184",2,"alpha",1830,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0185",2,"delta",2530,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0186",2,"endothelial",2281,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0187",2,"beta",1750,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0188",2,"ductal",2394,"ductal","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0189",2,"beta",2174,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0190",2,"beta",2054,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0191",2,"delta",2781,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0192",2,"alpha",1748,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0193",2,"beta",1665,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0194",2,"beta",1904,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0195",2,"alpha",1670,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0196",2,"endothelial",2186,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0197",2,"beta",1444,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0198",2,"beta",1927,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0199",2,"endothelial",1948,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0200",2,"beta",1999,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0201",2,"beta",2139,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0202",2,"alpha",1294,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0203",2,"alpha",1202,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0204",2,"activated_stellate",2179,"stellate","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0205",2,"delta",1315,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0206",2,"alpha",1393,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0207",2,"beta",1884,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0208",2,"ductal",2071,"ductal","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0209",2,"beta",1199,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0210",2,"beta",1477,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0211",2,"beta",1627,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0212",2,"endothelial",2244,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0213",2,"endothelial",1754,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0214",2,"beta",1143,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0215",2,"gamma",1924,"gamma","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0216",2,"beta",1561,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0217",2,"quiescent_stellate",2404,"stellate","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0218",2,"beta",1862,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0219",2,"gamma",1276,"gamma","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0220",2,"alpha",1179,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0221",2,"beta",1557,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0222",2,"delta",1772,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0223",2,"ductal",2106,"ductal","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0224",2,"beta",1773,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0225",2,"beta",893,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0226",2,"alpha",1682,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0227",2,"beta",1952,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0228",2,"alpha",1683,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0229",2,"alpha",1576,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0230",2,"beta",1176,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0231",2,"beta",1635,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0232",2,"macrophage",1548,"immune","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0233",2,"beta",1365,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0234",2,"beta",1942,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0235",2,"ductal",2056,"ductal","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0236",2,"alpha",1913,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0237",2,"macrophage",1807,"immune","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0238",2,"delta",1831,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0239",2,"endothelial",1587,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0240",2,"alpha",1564,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0241",2,"alpha",1407,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0242",2,"delta",1746,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0243",2,"alpha",752,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0244",2,"alpha",1607,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0245",2,"beta",801,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0246",2,"delta",2019,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0247",2,"endothelial",2173,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0248",2,"beta",821,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0249",2,"activated_stellate",1948,"stellate","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0250",2,"beta",1087,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0251",2,"endothelial",2245,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0252",2,"activated_stellate",1961,"stellate","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0253",2,"beta",1151,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0254",2,"beta",1323,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0255",2,"alpha",803,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0256",2,"delta",1743,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0257",2,"alpha",968,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0258",2,"beta",1354,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0259",2,"beta",839,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0260",2,"alpha",1309,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0261",2,"delta",1083,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0262",2,"beta",1079,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0263",2,"ductal",1846,"ductal","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0264",2,"macrophage",1446,"immune","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0265",2,"beta",1168,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0266",2,"beta",1416,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0267",2,"B_cell",1600,"immune","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0268",2,"beta",1272,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0269",2,"endothelial",1738,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0270",2,"endothelial",1783,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0271",2,"endothelial",1702,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0272",2,"alpha",1376,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0273",2,"beta",1191,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0274",2,"beta",1524,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0275",2,"delta",1033,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0276",2,"beta",1159,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0277",2,"endothelial",1678,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0278",2,"beta",1195,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0279",2,"alpha",873,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0280",2,"beta",887,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0281",2,"endothelial",1679,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0282",2,"alpha",1213,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0283",2,"beta",1051,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0284",2,"endothelial",1720,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0285",2,"alpha",757,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0286",2,"delta",1423,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0287",2,"beta",764,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0288",2,"beta",1163,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0289",2,"beta",918,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0290",2,"delta",1240,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0291",2,"quiescent_stellate",1349,"stellate","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0292",2,"beta",1231,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0293",2,"alpha",784,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0294",2,"endothelial",1736,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0295",2,"ductal",1514,"ductal","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0296",2,"beta",903,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0297",2,"beta",935,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0298",2,"T_cell",1049,"immune","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0299",2,"endothelial",1369,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0300",2,"beta",869,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0301",2,"ductal",1349,"ductal","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0302",2,"immune_other",1122,"immune","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0303",2,"macrophage",1064,"immune","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0304",2,"quiescent_stellate",1528,"stellate","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0305",2,"beta",1177,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0306",2,"beta",854,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0307",2,"beta",1458,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0308",2,"delta",1335,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0309",2,"endothelial",1955,"endothelial","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0310",2,"alpha",886,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0311",2,"beta",1271,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0312",2,"beta",891,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0313",2,"beta",1241,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0314",2,"delta",755,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0315",2,"beta",988,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0316",2,"beta",797,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0317",2,"beta",742,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0318",2,"beta",847,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0319",2,"beta",801,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0320",2,"beta",831,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0321",2,"delta",756,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0322",2,"alpha",985,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0323",2,"macrophage",1016,"immune","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0324",2,"delta",1037,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0325",2,"T_cell",817,"immune","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0326",2,"beta",869,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0327",2,"alpha",836,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0328",2,"quiescent_stellate",1292,"stellate","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0329",2,"quiescent_stellate",1203,"stellate","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0330",2,"delta",854,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0331",2,"beta",745,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0332",2,"delta",847,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0333",2,"delta",962,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0334",2,"quiescent_stellate",831,"stellate","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0335",2,"delta",807,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0336",2,"quiescent_stellate",1261,"stellate","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0337",2,"delta",820,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0338",2,"delta",809,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0339",2,"alpha",928,"alpha","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0340",2,"ductal",794,"ductal","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0341",2,"delta",766,"delta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0342",2,"beta",973,"beta","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0343",2,"B_cell",779,"immune","mouse","inDrop","mouse2"
"mouse2_lib2.final_cell_0344",2,"delta",885,"delta","mouse","inDrop","mouse2"
